Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN22,OUT035,3471.7420237834813
NCF30,OUT027,1862.8362015586245
FDK03,OUT035,3867.806927527283
FDT45,OUT017,739.9259958034818
NCC54,OUT027,3762.5843196399474
FDP08,OUT018,2625.948224953103
FDU44,OUT046,2584.296085864924
DRG39,OUT035,825.1176961755846
FDU32,OUT049,2077.9424752805753
FDY27,OUT049,3093.6966058701946
NCP54,OUT013,2181.047895140393
NCZ41,OUT049,1910.2351659231354
DRL49,OUT013,2416.111702361344
FDI05,OUT018,772.8466179902789
FDY56,OUT045,3460.789436670362
DRC13,OUT013,2263.8957826953483
NCV29,OUT017,2864.681593103487
FDR24,OUT049,1346.24476488425
FDZ34,OUT018,2809.948940460821
FDP37,OUT035,1510.4475026567707
FDX08,OUT027,3184.7756383952583
FDS57,OUT045,1950.6926511875936
NCG18,OUT049,1749.2217332309956
FDK25,OUT018,2062.705508304578
FDH53,OUT049,1400.9624409394637
DRI59,OUT018,3447.2972877712746
FDA52,OUT046,2461.968228137237
FDT20,OUT010,579.3502877035098
FDE36,OUT019,2668.6230717971193
FDI24,OUT017,2542.9899448100696
FDB28,OUT018,2853.4934559952308
FDV11,OUT017,2570.4505521702813
FDP01,OUT046,2370.529476647509
FDD34,OUT027,2915.064553527256
FDJ50,OUT027,1177.0326206526588
FDZ44,OUT013,2136.001697084572
DRO59,OUT035,1143.699188501123
DRB48,OUT045,703.1730093834594
FDR21,OUT018,2525.0166283585495
NCE42,OUT010,3820.819843283196
FDO23,OUT046,1061.9929655841843
NCE30,OUT018,2978.5329642388606
FDQ22,OUT035,630.4079843327709
FDY01,OUT045,1261.2709017956222
FDS08,OUT017,2717.064285669294
FDG28,OUT018,3780.3637340831883
FDQ51,OUT018,784.8983226308737
FDB05,OUT017,3719.7836753541487
FDO56,OUT049,1899.7324468822771
FDE02,OUT018,1591.0884223350477
FDN45,OUT017,3068.4356062831685
FDS09,OUT013,853.1985337542465
NCA54,OUT018,2776.583697235983
FDP09,OUT010,3308.1649423942
FDC53,OUT045,1757.4321019115996
NCM55,OUT017,2752.385721863553
FDL09,OUT018,2149.7367247204165
FDA11,OUT019,1573.8653824105422
FDA50,OUT045,1287.612678790505
FDC23,OUT017,2842.0532254226964
FDE22,OUT049,2633.4774475327904
FDD23,OUT046,3012.9089994723836
NCA29,OUT049,2855.102838246432
FDK38,OUT046,2386.5567979493135
DRC13,OUT046,2075.046450850703
NCP43,OUT049,2899.438251368545
FDX28,OUT049,1294.2918890853616
FDF08,OUT049,1367.240903480615
FDZ33,OUT046,2158.813074291611
FDD10,OUT049,2804.247120638891
FDO58,OUT017,2476.0397698863926
FDI50,OUT017,3637.5416750751574
FDO58,OUT045,2596.8267315489647
FDX08,OUT013,3157.5996408964384
NCK17,OUT010,642.5736181932625
FDF39,OUT035,4192.9222845097065
FDU45,OUT010,1746.3419540075447
NCJ18,OUT018,1224.1762318997935
DRC27,OUT019,3846.253768768842
DRC25,OUT035,1365.1496483489318
FDU59,OUT035,2312.381772260149
FDU28,OUT035,3124.3213213451563
NCP30,OUT046,742.5876062379721
FDB39,OUT018,823.4715039246694
FDE41,OUT013,1513.862449554712
DRH11,OUT010,628.0326449167151
FDA58,OUT045,3462.850073239013
FDU50,OUT046,1796.5322924153006
FDM34,OUT013,2116.606035604291
FDM44,OUT027,1913.7667817630063
FDR39,OUT045,2673.947046100693
FDM25,OUT045,2707.3189686263213
FDQ49,OUT049,2491.0004361007013
DRH25,OUT018,847.7758820548843
FDM09,OUT027,2743.5892036514415
FDL44,OUT019,2880.951092399653
NCR42,OUT018,482.88688052818907
DRL59,OUT046,1000.056394782172
FDX43,OUT013,2718.6803306131187
DRK47,OUT010,3364.3011730951657
FDU48,OUT018,1901.4713167551236
FDY12,OUT045,389.4826767339655
NCN43,OUT018,2018.3567937567968
NCM55,OUT018,2686.3790183691926
FDQ21,OUT027,2384.6308935711386
FDX13,OUT035,3932.777605047977
NCK30,OUT027,4143.090307668139
FDG20,OUT049,2421.4318108272164
DRG27,OUT017,326.54585128866165
FDY14,OUT018,3955.0363875123876
FDP59,OUT035,1502.1734616054964
FDU60,OUT017,2758.220449611472
NCC18,OUT019,1743.8310756685096
DRJ39,OUT017,3357.0593402725426
FDS07,OUT049,1589.6970857626366
FDM08,OUT027,3694.4147438129003
FDP51,OUT045,1714.1932272848317
FDU16,OUT035,1178.719296193627
FDH12,OUT013,1730.1767637184857
DRE48,OUT010,3234.990078838782
NCL42,OUT027,4094.624584998921
FDR21,OUT045,2657.590058899659
NCW29,OUT035,2114.570835865041
FDO11,OUT013,4237.6503081636
NCM31,OUT049,2143.7250505488373
FDV35,OUT019,1870.7316847975744
FDF58,OUT017,1074.665448242049
NCE43,OUT049,2442.0064943225007
FDA02,OUT035,2305.1010261628435
DRL37,OUT010,555.8431179498511
FDR24,OUT018,1244.2701317661267
FDW59,OUT049,1464.5549827388895
FDS22,OUT049,839.936070892436
FDW24,OUT017,798.264497761953
FDU24,OUT035,1078.16262611586
FDA21,OUT027,3211.3664220457176
FDH58,OUT027,2121.2428627588815
FDW36,OUT018,1503.4664528118265
FDI45,OUT027,2994.9544200582313
FDU01,OUT018,2989.865114219596
FDF35,OUT027,1471.4560003081097
FDU43,OUT019,3708.8981278142783
FDE24,OUT019,1972.3689698253875
FDK50,OUT049,2712.9794490687127
FDG31,OUT045,1043.7721644763405
FDC60,OUT045,1159.0479239617598
FDL36,OUT013,1484.9244881409722
FDP21,OUT013,3308.348124945969
FDW16,OUT045,1427.0248823230177
FDX02,OUT017,3390.008989965787
FDQ58,OUT027,2799.1500829489014
FDT51,OUT046,1982.5256927299997
FDD59,OUT049,1214.6521207243059
NCM42,OUT018,1744.3494587676578
FDA57,OUT018,545.6800819547461
FDZ48,OUT035,1921.1167064548063
FDE46,OUT045,2502.7629732591995
NCZ30,OUT019,2139.8165312890596
FDB56,OUT017,2781.857498862508
FDA25,OUT027,1785.5324472536995
FDD20,OUT013,2380.496429061026
FDL25,OUT013,1317.9657559553234
NCO18,OUT049,2919.80579132646
FDJ45,OUT017,338.89675429951603
FDR12,OUT035,2718.849984809025
NCF19,OUT010,753.0097014452076
FDK25,OUT046,2192.73335113332
NCR17,OUT046,1983.6159137208306
FDC52,OUT046,2639.59853018817
NCA54,OUT017,2802.1951961336526
FDR45,OUT010,3813.318888875474
NCM19,OUT049,1824.401633369078
FDF39,OUT027,4488.276059373213
FDX23,OUT049,1677.8262690368028
FDD58,OUT027,1749.6903282648782
FDX28,OUT013,1474.3227287973787
NCD31,OUT013,2905.7665153013186
FDU57,OUT018,2104.273716416392
FDI27,OUT046,822.4066584684006
NCM42,OUT046,1893.871359925688
FDD32,OUT027,1544.7366729200148
FDI34,OUT013,3635.745231633231
NCM29,OUT049,2223.8106829057506
FDG46,OUT018,1767.779278746908
DRC01,OUT010,943.7250024378918
FDB15,OUT027,3955.3748653529146
NCA17,OUT027,2602.4327295633993
FDF10,OUT046,1883.8691063388796
FDR26,OUT027,3058.671445494776
FDI02,OUT049,1482.3332927245392
NCM54,OUT010,1862.5890168561164
FDF14,OUT013,2700.499075767417
FDJ33,OUT010,1528.2483132090201
FDM20,OUT035,3878.1874141252847
FDC03,OUT027,3194.5131816617613
NCX05,OUT046,1663.5592348733226
NCM41,OUT027,1735.4280953291855
NCU29,OUT010,2427.670852045172
FDQ59,OUT017,1222.5782400245516
FDH46,OUT010,1589.7622742900458
FDH09,OUT013,973.2003314171488
NCD06,OUT045,503.99727969744345
FDC15,OUT035,1792.9817384810922
DRD37,OUT027,1102.758207307641
FDT28,OUT027,2506.986850349531
FDR28,OUT027,2899.5317980083782
FDT38,OUT017,1209.1868948358642
FDV34,OUT027,1583.7774514271478
FDY52,OUT035,1213.6120628813333
FDB34,OUT013,1639.990882346472
DRL23,OUT018,1678.4817458863
DRB24,OUT046,2634.894050065581
FDJ50,OUT046,1061.861970614711
FDQ49,OUT035,2391.480392656049
FDP20,OUT035,1896.4104607269655
FDV19,OUT027,2787.5843079726546
NCR54,OUT045,2862.822442176439
FDO09,OUT010,3406.7297650160363
FDS57,OUT018,1880.2592693215993
FDN10,OUT049,1900.0108295570462
FDV23,OUT049,1758.1420609728666
FDY28,OUT049,2955.492593271545
DRG51,OUT013,2921.848494868016
FDD45,OUT019,994.2969564949381
NCL18,OUT027,2719.355058866324
NCM29,OUT013,2397.9918860200196
FDF17,OUT027,3334.679524254112
FDE22,OUT017,2562.2309801072406
FDQ22,OUT017,585.3412535620046
FDS01,OUT013,3165.530148567199
FDW35,OUT027,1068.9337140202151
FDJ33,OUT046,1858.6397679961374
NCF54,OUT035,2637.2173074769526
FDE09,OUT013,2074.9436495471055
NCE06,OUT045,2372.323095429663
DRH49,OUT049,1377.6792333699486
FDY43,OUT045,2428.7539015948496
NCT05,OUT017,4051.5417741792553
FDZ34,OUT045,2912.9279694429933
FDL38,OUT017,1452.311713089155
FDZ31,OUT017,2598.988661625466
FDR14,OUT035,290.69767752856933
NCN54,OUT049,1357.3948955552187
NCC42,OUT027,2439.8611770834978
FDK08,OUT017,1739.4938616342588
FDP59,OUT013,1782.4065796191499
FDV22,OUT035,2594.25134443113
FDD33,OUT035,3367.823251556885
DRE60,OUT027,3293.241973246222
FDK52,OUT046,3450.600497400006
FDA02,OUT017,2302.207816363727
FDM56,OUT049,1635.4339035427183
FDE57,OUT035,2262.262934033315
FDM32,OUT045,1475.5873347460001
NCQ30,OUT027,2227.9341040353465
FDQ27,OUT027,2097.5947477162445
FDT60,OUT027,2069.743298716472
FDU43,OUT049,3720.9409124477897
NCO55,OUT035,1453.2715118061096
FDG02,OUT045,3184.7506999818324
FDJ28,OUT013,3315.405757716904
FDP40,OUT045,1863.9037395468658
FDJ38,OUT045,3044.805403184364
NCC54,OUT017,3461.336947866388
NCZ41,OUT046,1922.5060270719441
FDK38,OUT019,2778.2118278039416
FDU52,OUT013,2597.5673299941373
FDC40,OUT046,1173.756686900564
NCR30,OUT017,952.766358545683
NCN18,OUT017,1357.7249534481598
FDB50,OUT035,728.0375131492838
FDG04,OUT013,3341.3344814490556
FDR26,OUT035,2729.076542106399
NCT17,OUT018,2894.8600093116474
FDX35,OUT027,3644.2782843434397
FDS12,OUT046,1517.8771131045214
NCZ29,OUT027,2104.1678715751477
FDB38,OUT010,2556.4393819521174
FDP12,OUT013,825.7313429171918
FDP22,OUT046,642.3410053564367
FDS26,OUT018,3757.64009835865
FDR52,OUT046,2950.2735355125296
DRJ13,OUT046,2529.9711189603986
FDU48,OUT027,2252.8313762547514
FDE29,OUT035,519.4498946294152
NCT29,OUT049,1879.6055157365663
DRK37,OUT018,2922.2014491995687
FDK55,OUT046,1514.316996033387
FDR07,OUT046,1394.840725130056
FDO21,OUT027,3926.988249384027
FDK46,OUT049,4124.21661133087
FDB12,OUT045,1391.2262795055212
FDT31,OUT027,3354.857968773984
FDJ33,OUT045,1790.7985942751511
FDC26,OUT027,1605.3030566424895
NCQ02,OUT045,3133.0631828903133
FDP08,OUT010,2405.8472623444068
FDB11,OUT027,3715.2415312728335
FDV55,OUT013,2438.8752012609475
FDW20,OUT049,2011.4176265017632
NCJ18,OUT019,1041.6302949544988
FDC41,OUT018,762.7818829154094
FDE14,OUT027,1902.1576623782566
FDG35,OUT013,3094.677862975812
FDF45,OUT035,1009.3639218839053
FDS19,OUT027,1381.5159061655104
FDS58,OUT019,2779.9059385494693
FDA26,OUT017,3293.0805885497903
FDM32,OUT049,1502.7284809937555
FDL45,OUT046,2083.8494835714628
FDZ55,OUT049,2685.8813565406817
FDY37,OUT049,2334.052123757905
FDO46,OUT046,3231.065744220992
FDQ60,OUT046,1705.9308074078726
FDA19,OUT018,1944.0036975292387
FDL15,OUT046,2464.4971080576397
FDM10,OUT018,3080.869933972266
NCL05,OUT017,567.2490006047701
DRK49,OUT010,657.4170756005187
NCE18,OUT027,4290.392313738706
FDG40,OUT049,618.8971574688003
DRI59,OUT045,3528.083795542523
FDK28,OUT035,3945.857525509011
NCD06,OUT019,393.9293386140562
FDO11,OUT019,4130.165306959116
FDK27,OUT046,2131.439623308852
FDT43,OUT027,1152.5730610607097
FDD38,OUT018,1666.5718247912992
FDA16,OUT049,3583.0187781133645
FDL14,OUT027,2720.9561426238797
NCM17,OUT049,657.3631169859436
FDD20,OUT045,2060.3107163477653
FDA40,OUT045,1588.9504949150578
FDL43,OUT045,1334.174327217559
FDV15,OUT045,1180.8019492916392
FDE52,OUT046,1572.5841752928281
NCL17,OUT010,2044.3924930614958
NCJ31,OUT045,3098.2217294880975
FDR60,OUT045,850.8165510075196
NCA18,OUT035,1767.2001829311375
FDS21,OUT027,1353.9447055093297
FDW09,OUT035,1300.510566033321
FDL26,OUT035,2581.0543546460285
FDS47,OUT018,912.8007290594069
FDC39,OUT046,2829.1645387548488
FDT51,OUT035,1892.7554627350728
FDK40,OUT035,4243.028507826912
NCG19,OUT045,3194.3250202113086
FDZ07,OUT046,825.213370577414
FDF08,OUT027,1554.8231381361802
FDO04,OUT013,1153.6579471055848
FDK41,OUT018,843.0340868001695
FDP15,OUT049,3864.3301068582296
NCD43,OUT018,1716.0128963645693
NCP18,OUT013,2632.140075025549
FDZ51,OUT046,1761.5641721063148
DRH13,OUT035,1809.1297970655723
FDF38,OUT045,739.4460444730139
NCI43,OUT045,837.2843112099035
FDM38,OUT027,891.77705643425
FDS03,OUT013,1112.491026007745
DRJ47,OUT017,2602.401127282148
FDT50,OUT010,1016.2040970948074
FDV02,OUT046,2692.7132346178223
NCG18,OUT017,1660.916286388543
FDW52,OUT046,2690.2221913914655
FDS40,OUT035,683.7659167733837
FDN31,OUT017,2817.6463629130594
FDA37,OUT045,1927.6001347607562
FDA15,OUT046,4146.493936497842
FDL39,OUT046,2818.493215544204
FDJ53,OUT045,1822.1506568125587
FDX22,OUT013,3652.642031733183
NCZ42,OUT045,3917.6451213677647
FDD56,OUT027,2744.7011721156086
FDD40,OUT017,3070.494338889952
FDS50,OUT013,3603.1582641338937
NCN14,OUT013,3277.5009583602005
FDT15,OUT013,3106.0358494165375
NCS18,OUT027,1958.6061575576168
NCO26,OUT010,1521.3801530862947
FDF58,OUT018,1044.1738635082547
NCB19,OUT013,1410.7019791226267
FDH26,OUT017,2165.9901279284604
DRB24,OUT027,2755.5361171529366
FDA49,OUT018,1143.765692772562
FDB32,OUT045,1568.2046848041755
FDI36,OUT017,3233.0500925759516
NCA17,OUT010,2224.692928964487
FDH22,OUT013,1807.148870266159
NCM26,OUT018,2481.4338501353523
FDT15,OUT027,3131.1005219829385
FDB16,OUT018,1312.0140942967555
NCP54,OUT027,2230.6844793105847
FDJ36,OUT013,1440.205561702027
FDO28,OUT045,1808.8151500428248
FDU09,OUT013,1008.384747679982
FDF29,OUT017,2066.404911614394
FDY08,OUT013,1873.161740552856
DRJ59,OUT018,627.4605730037074
FDT23,OUT027,1363.6685314027236
FDU15,OUT018,596.0804415844577
FDT47,OUT013,1877.192579890554
FDI53,OUT019,3003.9189615954165
FDR59,OUT018,3928.2598951441396
FDD53,OUT035,611.0905323695551
FDY51,OUT017,3224.511104947589
FDT04,OUT049,349.5441056471682
FDU51,OUT049,2550.224064108621
FDG14,OUT035,2361.9645654549786
NCU06,OUT045,3469.2884949853724
DRG25,OUT046,3127.9809651830037
DRH49,OUT035,1354.580129355847
FDN15,OUT035,2267.8656860422307
FDL43,OUT018,1214.4663923502449
NCT18,OUT049,2838.425800275825
NCB31,OUT013,4009.490933135734
FDK57,OUT035,1711.4717801021106
FDY04,OUT019,2668.2542032979472
NCP54,OUT046,2021.8656923830931
FDF41,OUT013,3658.7270858691263
FDM01,OUT045,1855.1273940170431
FDW03,OUT045,1786.3388690081374
FDF28,OUT045,1956.2728868643862
FDY37,OUT017,2231.6222086060952
FDQ03,OUT017,3496.801559582673
FDP51,OUT027,1950.470827337409
FDJ40,OUT017,1661.1947470191553
FDC32,OUT049,1245.5484405595998
DRI49,OUT027,907.6994400766416
NCW54,OUT017,613.9332089100426
FDF09,OUT017,731.0497928522927
FDP45,OUT018,3890.103402015171
DRJ23,OUT018,2832.9224775094262
FDS59,OUT017,1682.831660560376
FDY08,OUT046,1710.3427646683485
FDX16,OUT049,2248.7059327391653
FDY16,OUT018,2564.333067995871
FDK32,OUT035,2567.267759174905
FDQ22,OUT013,890.2576279629029
NCC31,OUT018,2504.573261438127
FDG58,OUT049,2288.3516893474807
DRF48,OUT013,3192.2719212212432
DRH36,OUT049,1242.8310068877981
NCR30,OUT035,1012.9840989136974
FDB03,OUT019,2999.6303387768603
FDZ28,OUT027,2199.039166268816
FDR35,OUT017,3165.7258665841764
DRD15,OUT027,3838.547653065303
FDJ33,OUT019,1700.6536197775386
FDA56,OUT010,2114.058166589308
FDP56,OUT046,860.5843038029889
NCT30,OUT046,705.1862594169288
FDK15,OUT017,1287.8053674734183
FDH44,OUT018,2389.6665788124883
FDV01,OUT013,2426.1662715071907
DRG03,OUT017,2247.8270599008974
FDG50,OUT027,1793.0768726978422
FDR16,OUT010,2881.905609874935
FDZ60,OUT046,1394.5890628629131
DRG03,OUT045,2345.5531871200983
FDS56,OUT018,4118.850192846774
FDU33,OUT045,351.32845614722464
DRD27,OUT035,1605.0037463025292
FDW22,OUT046,3798.2859291768036
DRA24,OUT045,2558.159151792548
FDF38,OUT049,761.9136400027201
FDX48,OUT013,2643.577387917223
FDS58,OUT018,2568.024169144108
FDC32,OUT046,1265.8736397060748
NCQ29,OUT045,3846.0496047388806
DRK39,OUT018,1249.6148142696838
NCS38,OUT017,1555.3097913089878
DRO47,OUT013,1690.0183984649047
DRG27,OUT027,647.3488701195492
FDC57,OUT027,3205.2283666761105
FDS55,OUT046,2253.3585557899787
NCJ06,OUT018,1803.4235691639733
FDO01,OUT019,2320.4997978314605
NCM55,OUT045,2809.578715624448
FDC52,OUT049,2618.3516135603095
FDQ15,OUT045,748.5341560678498
NCT30,OUT027,841.452385743476
NCR42,OUT027,792.9648742088721
FDD28,OUT035,1115.7944557356968
FDQ34,OUT049,1175.7609488856033
FDZ12,OUT027,2225.699570047098
DRE13,OUT019,1585.9037129560165
NCN07,OUT019,2269.0687490207783
FDM28,OUT035,2801.2858875597376
FDI10,OUT017,2504.9627392234834
FDQ25,OUT013,2990.8416693024556
FDA38,OUT010,3903.818522591071
DRI13,OUT049,3543.448438029456
FDY20,OUT027,1501.465602250908
NCZ53,OUT035,3031.262260670912
NCM31,OUT013,2349.833339347202
DRB01,OUT017,2767.4508004981035
DRF37,OUT046,3981.196821209549
NCF42,OUT049,2249.047309041016
FDF16,OUT018,2096.344357777587
FDB41,OUT013,703.7686383640284
FDR34,OUT013,3886.975188183009
FDR15,OUT018,2431.2734021727665
NCV42,OUT019,1957.8704181882786
FDW51,OUT035,3120.906680714317
FDU36,OUT017,1504.4900878633016
FDX60,OUT049,1158.2310521060754
FDY03,OUT035,1592.0076323936155
FDW55,OUT045,4005.1444662955546
FDT01,OUT010,2207.622583763965
FDG58,OUT013,2467.9670014752737
FDK21,OUT017,4037.035469038863
NCS41,OUT019,2886.3964817269625
FDS10,OUT045,2868.675118908388
NCT53,OUT046,2696.4916560552956
FDJ28,OUT018,3013.1189729383223
FDX44,OUT045,1420.4020150538418
FDT20,OUT018,555.7058547445049
FDO44,OUT017,1477.6351791380985
NCX17,OUT049,3372.928477276233
FDY01,OUT017,1208.6221974811488
FDJ12,OUT027,3557.301059897429
DRK35,OUT018,403.38061171313893
FDD47,OUT019,1962.7982648162506
NCM53,OUT035,1588.4400687361267
FDO45,OUT013,1623.6166735157021
NCM42,OUT010,1813.9397446805488
FDE04,OUT046,3061.6758775844937
NCI30,OUT027,4066.028475117637
FDZ19,OUT013,2774.3555056308287
FDW57,OUT013,2707.0398510519335
FDA25,OUT013,2009.1615742205831
FDT22,OUT046,722.9955787667313
FDP51,OUT013,1897.642672092432
FDD48,OUT027,2138.3144690899244
FDY39,OUT035,2884.141380126548
FDO48,OUT010,3532.0658741470907
FDD23,OUT027,3139.8550404121597
DRN35,OUT027,720.9168848333356
FDT01,OUT035,2703.7024553111405
FDC20,OUT010,965.4800558540592
DRJ35,OUT035,975.1834007342368
FDB32,OUT046,1607.3340200971616
FDL24,OUT046,2902.9785021213356
NCV42,OUT035,1852.2837786751152
FDZ46,OUT046,1718.7381990975155
FDC15,OUT013,2028.2721196110215
FDD08,OUT019,771.2342033218883
FDY50,OUT049,1695.6909799611676
FDD36,OUT013,2193.8711496632022
FDG57,OUT027,896.760048910779
FDL21,OUT018,718.7347321735651
FDN16,OUT027,1770.9624599671442
FDJ09,OUT027,909.0554879615738
FDS01,OUT010,2955.66805566983
FDV33,OUT017,4116.764747599547
DRE12,OUT017,1666.4539833067356
FDR07,OUT013,1549.4977384255835
FDP48,OUT010,2850.4881041277476
NCB55,OUT035,358.10140388342916
FDQ08,OUT013,1261.9143995048835
FDR34,OUT035,3708.3879096590463
FDO33,OUT046,1632.559792962733
FDP13,OUT045,244.2797438075213
FDX12,OUT049,4032.7428612809126
NCT06,OUT049,2666.166932427812
FDR16,OUT019,3798.9312684939578
FDE36,OUT046,2728.1576623376204
FDZ36,OUT049,2896.772602118308
FDV13,OUT045,1449.4769241264185
NCZ17,OUT035,409.3310077274291
FDU56,OUT045,2868.3411995603346
FDM09,OUT035,2486.9232028260813
FDV02,OUT017,2544.6066577670717
FDS34,OUT018,1506.3182922481865
FDA11,OUT049,1590.0381947858623
FDP09,OUT017,3271.7419906523646
FDB29,OUT027,2011.357867275965
FDT19,OUT017,2887.5259949385472
DRH15,OUT017,371.40542415428354
FDY38,OUT046,3404.4121794380153
FDF14,OUT027,2709.6777892727696
FDN48,OUT010,1242.6722425200496
FDQ12,OUT013,3876.55385061603
NCJ43,OUT045,2840.7044585377516
FDE17,OUT019,2407.8375458217124
FDB05,OUT035,3753.7714750398736
FDH10,OUT045,2967.773691111819
NCR06,OUT017,766.6097888391087
FDU32,OUT018,1932.654026679029
FDD56,OUT049,2494.5773113936157
FDO36,OUT018,2570.7723683737495
FDH16,OUT010,1326.6666032600406
FDX10,OUT018,160.53282121446318
FDZ37,OUT017,1470.0869223558511
FDU31,OUT010,3508.1042567587356
DRC49,OUT049,2209.7656816473936
FDL15,OUT045,2368.92386144002
FDN32,OUT019,3366.341808709203
DRH59,OUT027,1355.0348017664146
NCU29,OUT049,2485.355921176739
FDR37,OUT019,3330.457214089576
FDS14,OUT018,2386.3698671886377
FDU02,OUT027,3547.484545148036
FDJ08,OUT035,2718.782687346411
NCZ06,OUT045,3725.2070489007347
FDO31,OUT049,1442.6285943693656
FDH31,OUT018,1623.3032509350596
FDS58,OUT017,2578.128212628664
NCA53,OUT027,1179.9541882025223
FDF50,OUT046,3430.2020277098163
NCW42,OUT049,3449.0061345424874
NCQ17,OUT045,2149.263592171261
FDK51,OUT018,4191.297164685446
NCW41,OUT010,2589.2749503909727
NCR29,OUT017,798.3056513660194
FDB08,OUT019,2695.0701619063984
FDA40,OUT027,1354.2724855866654
FDL14,OUT018,2474.6378464474656
FDB47,OUT046,3235.148203351484
FDO03,OUT035,3612.623729430419
DRK13,OUT019,2634.585303551001
FDX13,OUT010,3826.9012679726293
FDF52,OUT046,2871.7089888581613
FDT11,OUT013,3282.7600363045603
FDB08,OUT013,2973.1538900485575
FDQ28,OUT018,2555.351532540004
FDD29,OUT045,4093.5840091600767
NCQ29,OUT027,4078.492761279831
NCO02,OUT013,1128.4106818201217
FDR56,OUT010,2560.9975616055635
NCM54,OUT049,1965.0756864387768
FDP51,OUT035,1631.3832445884545
FDT38,OUT013,1461.8142098338976
FDZ20,OUT018,3912.6318541740657
FDJ53,OUT013,2006.980300404619
FDX13,OUT049,3972.8754789174054
FDP58,OUT035,3039.9552025683224
NCK31,OUT019,1057.6605206396925
FDA35,OUT018,1798.3729461517287
FDV37,OUT018,2853.7864473154623
NCO07,OUT027,3753.79397947478
FDA20,OUT045,2884.8621378818243
FDZ59,OUT035,2394.6191234631005
NCY17,OUT017,84.9353018415859
FDQ28,OUT035,2310.9778473826336
FDV35,OUT017,1950.3492770104494
FDQ36,OUT013,280.4736831226255
FDD34,OUT018,2634.460007617792
FDK51,OUT045,4326.776324343689
FDV31,OUT035,2476.3698832375376
FDR04,OUT035,1628.1855048199832
FDR14,OUT049,351.6647770714917
DRC36,OUT010,2663.3515824251153
FDE39,OUT019,2058.7797911233683
FDP57,OUT049,1633.4317337087887
FDE57,OUT046,2355.135346069983
NCN18,OUT046,1493.419475420218
NCQ05,OUT018,2384.6332375142883
FDW47,OUT035,1849.955157308268
FDV46,OUT035,2263.7877221335
NCP29,OUT045,723.2516392399957
FDE09,OUT018,1782.0343838212466
NCU06,OUT027,3714.365811302443
FDT19,OUT010,1924.3702270132344
DRF15,OUT017,2352.6530085897284
DRI51,OUT013,2875.2603489145986
NCX54,OUT013,1864.254029097272
DRE01,OUT013,3463.9284940248654
NCB07,OUT045,2891.6307894444035
FDU50,OUT035,1681.825701269987
FDG40,OUT035,547.4970534707209
FDW10,OUT018,2504.0195113384143
FDX51,OUT013,3384.223152582621
NCP17,OUT045,1049.0265105744547
FDP21,OUT035,3046.948172384524
FDL04,OUT045,1326.7765744054304
FDV23,OUT013,1886.4187259318314
FDF24,OUT046,1433.0604201252318
FDH56,OUT027,1951.0190782823884
FDB51,OUT049,1089.2590254494135
FDI58,OUT027,1627.2758360375155
FDR20,OUT013,997.4158765559041
FDC51,OUT018,2018.8155368169973
FDB16,OUT027,1604.6935472746736
FDE40,OUT049,746.9502758063718
NCM17,OUT035,587.772531335926
FDU56,OUT035,3070.7953215274174
FDS32,OUT019,2427.3904110244475
FDX02,OUT049,3494.567896850207
FDT39,OUT027,2801.8404883289877
FDE35,OUT017,881.3889092658101
NCI42,OUT019,3661.566443832111
DRL23,OUT046,1846.5068205741263
FDA10,OUT046,1517.7549387072722
FDA11,OUT013,1759.81050175571
NCM06,OUT046,2400.216333441189
NCT05,OUT035,4138.5486730658995
NCQ02,OUT010,3135.548572933825
NCY06,OUT049,2001.8644239689238
FDY56,OUT035,3405.865006846412
FDL02,OUT035,1319.301296185251
NCI06,OUT035,2777.787380569167
FDQ14,OUT045,2311.109403991464
FDQ12,OUT017,3563.660816712836
FDP36,OUT046,655.0900499305681
FDK21,OUT027,4333.542675906821
FDO40,OUT045,2363.0181797869627
NCK54,OUT019,2296.2142763935226
FDY09,OUT018,2761.5982288908417
NCW30,OUT049,4333.790494152097
NCC55,OUT027,1027.4266042984418
FDE58,OUT018,1693.2934552899278
FDR39,OUT013,2890.1786328400485
FDU28,OUT049,2725.8272820703787
FDH08,OUT017,3670.6152667379683
FDG35,OUT045,2887.2514836867413
FDG22,OUT049,602.5229386285137
FDC34,OUT035,1846.9635043366943
FDP15,OUT018,3716.8176143058154
FDK34,OUT010,3726.416088718357
FDU45,OUT035,1830.3231270616634
FDQ04,OUT027,699.6146199231007
FDX22,OUT018,3337.834745721233
FDB45,OUT017,1633.2480043060968
NCH43,OUT027,3533.597796577469
DRE60,OUT046,3097.3078307224314
FDD17,OUT027,4002.676711438173
NCM54,OUT017,1885.6220539145397
NCH55,OUT013,2245.058776543905
NCT06,OUT017,2536.9573107038414
FDA48,OUT027,3402.3021836347907
FDY58,OUT027,3846.0512226883984
FDO25,OUT045,2986.2056205948757
FDN50,OUT045,1565.5060830170987
FDH35,OUT035,2471.3770248423752
FDK09,OUT045,3348.587452244763
FDO16,OUT013,1692.3083187253978
FDW11,OUT045,1001.6684671190524
FDU47,OUT027,2653.4170349193882
NCQ42,OUT010,1949.9257765122202
FDK55,OUT027,1736.416319338161
FDN08,OUT049,1711.796918203785
FDT57,OUT045,3839.716555708983
FDJ12,OUT018,3217.1726538855655
DRL59,OUT017,854.5201983430707
NCN53,OUT046,749.8649435003863
